country_code, year, co2(tonnes), gdp(USD), pop_rel, pop_tot, electric_sources(Kwh)
GUY,1999,1678112,694754988.258295,-0.545944958,749674,
GUY,2000,1608496,712667896.727512,-0.395485914,746715,
GUY,2001,1593840,712167575.624277,-0.2022896,745206,
GUY,2002,1579184,726131434.715338,-0.055973344,744789,
GUY,2003,1564528,743064076.794567,0.047518948,745143,
GUY,2004,1626816,787814379.183843,0.079684486,745737,
GUY,2005,1436288,824880550.343965,0.057108387,746163,
GUY,2006,1289728,2379818382.99241,0.024120506,746343,
GUY,2007,1560864,2730968913.75051,0.017550711,746474,
GUY,2008,1557200,3025189399.27802,0.045938803,746817,
GUY,2009,1564528,3165661864.67271,0.120572634,747718,
GUY,2010,1718416,3432913353.15303,0.229502209,749436,
GUY,2011,1780704,3691384743.46563,0.345263366,752028,
GUY,2012,1993216,4063090015.91812,0.447252918,755399,
GUY,2013,1934592,4167801802.58255,0.513111451,759285,
GUY,2014,2007872,4127664335.82693,0.53787404,763380,
GUY,2015,2017874.42,4279840361.74334,0.52939348,767432,
HND,1961,736285.7,356200000,2.794688633,2096409,
HND,1962,699586.27,387750000,2.78650295,2155647,
HND,1963,710578.27,410200000,2.793049745,2216704,
HND,1964,721510.84,457000000,2.817508741,2280048,
HND,1965,750733.69,508650000,2.85216487,2346015,
HND,1966,805663.98,549950000,2.889956621,2414803,
HND,1967,875250.26,598100000,2.922420371,2486415,
HND,1968,1223241.11,646800000,2.944928856,2560727,
HND,1969,1175609.11,668000050,2.954522515,2637513,
HND,1970,1388031.97,723000000,2.95645483,2716654,
HND,1971,1329378.25,731000000,2.954785925,2798123,0
HND,1972,1534443.39,802999950,2.957487044,2882113,0
HND,1973,1508617.09,912499950,2.969778513,2968989,0
HND,1974,1556338.24,1034500000,2.99447014,3059239,0
HND,1975,1665931.36,1124000000,3.026842616,3153253,0
HND,1976,1774924.87,1347999950,3.05726236,3251145,0
HND,1977,1997444.94,1669499950,3.079603207,3352825,0
HND,1978,2043666.98,3097242093.22441,3.091458536,3458095,0
HND,1979,1926197.96,3544281976.29198,3.091004198,3566654,0
HND,1980,2044322.81,3968160045.98684,3.081707836,3678279,0
HND,1981,1812019.38,4043894878.58005,3.06909276,3792919,0
HND,1982,1753084.21,4266503525.61051,3.056513612,3910640,0
HND,1983,1982364.45,4476697184.85981,3.039406257,4031325,0
HND,1984,1963538.02,4915311846.48827,3.018362736,4154860,0
HND,1985,1889446.61,5278120712.5459,2.99455011,4281161,0
HND,1986,1828643.74,5677828958.90605,2.971145084,4410269,0
HND,1987,2148454.87,6190521241.46495,2.947887305,4542214,0
HND,1988,2469905.72,5902717091.54747,2.924745184,4677024,0
HND,1989,2685558.31,5432344901.77821,2.901214318,4814702,0
HND,1990,2546796.8,4923009551.51561,2.878416286,4955303,0
HND,1991,2650223.21,4648668478.56753,2.850591078,5098591,0
HND,1992,3030228.88,4943700431.07368,2.824962111,5244678,0
HND,1993,2797682.65,4926728932.95069,2.81497548,5394412,0
HND,1994,3291692.57,4642280682.14252,2.824691985,5548960,0
HND,1995,3826480,5347445005.21376,2.843580644,5709014,0
HND,1996,3890743.81,5215028986.48649,2.862721962,5874809,0
HND,1997,4081340.81,5737099650.19011,2.867356127,6045699,0
HND,1998,4582198.32,6366340265.87888,2.84880678,6220406,0
HND,1999,4667516.23,6414520529.61672,2.801755707,6397151,1000000
HND,2000,4934153.31,7103507989.05044,2.734716347,6574509,1000000
HND,2001,5608876.33,7651174661.42872,2.662582556,6751912,9000000
HND,2002,5990210.85,7858235333.4834,2.592802294,6929265,30000000
HND,2003,6660647.54,8230387552.2259,2.523064126,7106319,36000000
HND,2004,7243355.39,8869311410.95131,2.45520236,7282953,53000000
HND,2005,7426530.27,9757034456.7578,2.388293415,7458985,128000000
HND,2006,6848710.82,10917481688.4711,2.323164348,7634298,142000000
HND,2007,8598354.49,12361257680.5627,2.256419967,7808518,168000000
HND,2008,8484700.67,13881701033.6546,2.184288936,7980955,197000000
HND,2009,7681003.92,14587496229.1811,2.105493627,8150775,168000000
HND,2010,7800705.96,15839344591.9842,2.024510729,8317470,160000000
HND,2011,8773494.7,17710315005.9999,1.943145198,8480671,765000000
HND,2012,8787120.66,18528601901.324,1.869298244,8640691,1029000000
HND,2013,8871001.53,18499710127.8385,1.810108271,8798521,1036000000
HND,2014,9276185.17,19756494434.7031,1.769416748,8955589,921000000
HND,2015,10055183.31,20979767785.2104,1.741494121,9112916,1450000000
HRV,1961,6012314.17,,0.652691769,4167292,
HRV,1962,6169554.75,,0.703493717,4196712,
HRV,1963,6863339.27,,0.687764981,4225675,
HRV,1964,7776101.54,,0.641644859,4252876,
HRV,1965,8000811.07,,0.657318059,4280923,
HRV,1966,7927902.63,,0.693189535,4310701,
HRV,1967,8007744.98,,0.647030994,4338683,
HRV,1968,8564316.81,,0.619120481,4365628,
HRV,1969,8879608.22,,0.59065266,4391490,
HRV,1970,11604860.8,,0.471663947,4412252,
HRV,1971,12499703.01,,0.430213632,4431275,
HRV,1972,11704120.82,,0.434347669,4450564,
HRV,1973,13974443.04,,0.439359615,4470161,
HRV,1974,14024534.8,,0.45752584,4490660,
HRV,1975,14622544.18,,0.475900352,4512082,
HRV,1976,15078553.86,,0.527232827,4535934,
HRV,1977,14645846.87,,0.51975241,4559571,
HRV,1978,16356908.44,,0.470732948,4581085,
HRV,1979,17783108.95,,0.298457162,4594778,
HRV,1980,17467439.54,,0.108846981,4599782,
HRV,1981,19001425.27,,0.254622427,4611509,
HRV,1982,17429748.13,,0.491578573,4634234,
HRV,1983,18771301.13,,0.516977875,4658254,
HRV,1984,19798306.62,,0.471830569,4680285,
HRV,1985,20192918.67,,0.450494713,4701417,
HRV,1986,21082648.24,,0.425115597,4721446,
HRV,1987,20939562.66,,0.386822818,4739745,
HRV,1988,21669887.48,,0.325689138,4755207,
HRV,1989,21617050.25,,0.25314882,4767260,
HRV,1990,23441965.06,,0.211805086,4777368,11000000
HRV,1991,17304185.2,,-1.866573531,4689022,10000000
HRV,1992,16632547.36,,-2.443855137,4575818,6000000
HRV,1993,17103715.58,,0.537147004,4600463,19000000
HRV,1994,16361217.01,,1.114544311,4652024,6000000
HRV,1995,17040096.64,22534323220.0266,-0.690119514,4620030,9000000
HRV,1996,17629209.16,23846442648.9653,-1.371540059,4557097,9000000
HRV,1997,18692941.57,23869243597.654,-0.487835515,4534920,1000000
HRV,1998,19398242.43,25562674678.2302,-0.061431194,4532135,9000000
HRV,1999,20241737.06,23457038980.352,-0.432031162,4512597,9000000
HRV,2000,19815735.27,21633671680.8738,-0.986434859,4468302,1000000
HRV,2001,20966698,23054778851.2787,-3.847670727,4299642,0
HRV,2002,22053970.71,26813968850.5192,0.058871291,4302174,0
HRV,2003,23386284.52,34682900712.6654,0.028469923,4303399,0
HRV,2004,23044755.76,41587470546.7946,0.027904279,4304600,6000000
HRV,2005,23489533.94,45376744001.8044,0.128732789,4310145,24000000
HRV,2006,23725639,50423077102.0764,0.023523124,4311159,30000000
HRV,2007,25056225.05,60073426976.5069,-0.02185266,4310217,43000000
HRV,2008,23785297.02,70234425974.0453,-0.011879458,4309705,61000000
HRV,2009,21995506.09,62600093958.9538,-0.105027517,4305181,79000000
HRV,2010,21245083.26,59918313669.1671,-0.226821271,4295427,172000000
HRV,2011,20801673.51,62537851352.4904,-0.345264228,4280622,256000000
HRV,2012,19242973.03,56580819623.8529,-0.305655945,4267558,425000000
HRV,2013,18588178.03,58194069434.1423,-0.278509063,4255689,653000000
HRV,2014,17850672.4,57639588805.5871,-0.407343185,4238389,930000000
HRV,2015,17996567.99,49525747503.8149,-0.824099164,4203604,1119000000
HTI,1961,296605.7,271066000,1.941249492,3941944,
HTI,1962,303874.27,281896800,1.940215743,4019173,
HTI,1963,248943.99,294883400,1.936310269,4097755,
HTI,1964,300210.27,325281200,1.930651291,4177637,
HTI,1965,303933.7,353251800,1.922568771,4258732,
HTI,1966,303963.42,368948600,1.920652525,4341318,
HTI,1967,259995.42,369124200,1.916076205,4425303,
HTI,1968,263629.7,367968800,1.891693855,4509813,
HTI,1969,314895.99,391820400,1.842336193,4593669,
HTI,1970,384482.27,331200000,1.781317857,4676230,
HTI,1971,402742.84,362800000,1.716324639,4757182,12000000
HTI,1972,391721.13,372000000,1.670785295,4837332,12000000
HTI,1973,420914.26,466800000,1.666569083,4918625,12000000
HTI,1974,472091.4,565400000,1.715061739,5003710,12000000
HTI,1975,483023.97,681400000,1.799700337,5094577,12000000
HTI,1976,672181.73,879000000,1.887145796,5191632,12000000
HTI,1977,704144.09,947000000,1.964292317,5294619,12000000
HTI,1978,750640.58,974200000,2.045191422,5404019,12000000
HTI,1979,749901.38,1080600000,2.126880052,5520187,12000000
HTI,1980,745071.16,1383800000,2.203475944,5643173,12000000
HTI,1981,758927.53,1479400000,2.280877668,5773366,12000000
HTI,1982,817302.8,1474200000,2.342896751,5910227,12000000
HTI,1983,886028.02,1623600000,2.364209513,6051622,12000000
HTI,1984,903151.08,1816200000,2.33656539,6194687,12000000
HTI,1985,929520.3,2009400000,2.275656055,6337273,15000000
HTI,1986,830221.7,2318000000,2.204678096,6478541,20000000
HTI,1987,898793.34,2047200000,2.141029316,6618744,16000000
HTI,1988,1007668.98,2613926800,2.085436182,6758223,16000000
HTI,1989,1023119.61,2736243800,2.043601067,6897755,16000000
HTI,1990,979701.5,3096289800,2.011624936,7037917,17000000
HTI,1991,979795.8,3473540601.82161,1.979310739,7178607,17000000
HTI,1992,895212.77,2257121668.19352,1.943571018,7319493,0
HTI,1993,656148.95,1878248741.04949,1.910670592,7460689,0
HTI,1994,300448,2167564194.7342,1.880569467,7602320,0
HTI,1995,901344,2813313278.81082,1.852983751,7744503,0
HTI,1996,1033248,2907514522.92503,1.827107674,7887304,0
HTI,1997,1366672,3338938830.01743,1.802055672,8030726,0
HTI,1998,1231104,3723909226.86781,1.776663746,8174680,0
HTI,1999,1330032,4153736347.44223,1.750733478,8319057,0
HTI,2000,1366672,6868666119.64488,1.725004718,8463806,0
HTI,2001,1552693.12,6364908099.76038,1.69881887,8608819,0
HTI,2002,1802189.87,6106867933.51625,1.67407307,8754150,0
HTI,2003,1709695.48,5000238128.66769,1.653508842,8900104,0
HTI,2004,1960372.42,6005401729.71229,1.637876005,9047077,0
HTI,2005,2047368.15,7049954288.93905,1.624945682,9195288,0
HTI,2006,2084144.47,7408787819.1302,1.612725475,9344785,0
HTI,2007,2361005.69,9315973989.16572,1.598145448,9495328,0
HTI,2008,2365774.38,10386485527.8494,1.580356023,9646580,0
HTI,2009,2236955.73,11269821158.975,1.557952965,9798046,0
HTI,2010,2093430.75,11661585823.2282,1.53214301,9949322,0
HTI,2011,2184293.98,13008748131.675,1.506269837,10100320,0
HTI,2012,2278891.01,13708931889.7884,1.480132666,10250930,0
HTI,2013,2370498.87,14498080022.6317,1.450208242,10400673,0
HTI,2014,2824565.02,14790765759.5274,1.416131147,10549008,0
HTI,2015,2943579.08,14857386163.9184,1.379519207,10695542,0
HUN,1961,48929905.93,,0.453239644,10029321,
HUN,1962,50512219.05,,0.322661285,10061734,
HUN,1963,56227791.6,,0.260182926,10087947,
HUN,1964,62341165.22,,0.31560145,10119835,
HUN,1965,61234132.05,,0.277287713,10147935,0
HUN,1966,61672920.57,,0.302244758,10178653,0
HUN,1967,58770824.56,,0.372155583,10216604,0
HUN,1968,61093206.24,,0.383062187,10255815,0
HUN,1969,62358237.15,,0.417504517,10298723,0
HUN,1970,69934557.1,,0.379781402,10337910,0
HUN,1971,69209419.96,,0.286176099,10367537,0
HUN,1972,69354360.4,,0.298102515,10398489,0
HUN,1973,72981679.04,,0.322277028,10432055,0
HUN,1974,74010178.02,,0.446325662,10478720,0
HUN,1975,75288293.76,,0.588081809,10540525,0
HUN,1976,79897167.47,,0.550182989,10598677,0
HUN,1977,83075005.34,,0.464581043,10648031,0
HUN,1978,88046169.97,,0.344923733,10684822,0
HUN,1979,86081812.94,,0.180747382,10704152,0
HUN,1980,86709043.75,,0.065093729,10711122,0
HUN,1981,86461635.49,,0.006777772,10711848,0
HUN,1982,86713607.33,,-0.058952116,10705535,0
HUN,1983,88974858.97,,-0.150240753,10689463,0
HUN,1984,90686179.09,,-0.200097849,10668095,27000000
HUN,1985,85947028.76,,-0.181847163,10648713,30000000
HUN,1986,83240707.47,,-0.170579145,10630564,24000000
HUN,1987,84136381.65,,-0.167798788,10612741,23000000
HUN,1988,78054878.66,,-0.153272936,10596487,22000000
HUN,1989,75917200.03,,-1.088983893,10481719,4000000
HUN,1990,73455459.18,,-1.033117297,10373988,17000000
HUN,1991,69777271.55,34753569692.915,-0.005668183,10373400,24000000
HUN,1992,62408845.03,38730585922.2189,-0.039136583,10369341,46000000
HUN,1993,63539702.92,40124916940.5945,-0.114035594,10357523,39000000
HUN,1994,61882727.41,43166678735.2183,-0.136883104,10343355,45000000
HUN,1995,61612876.49,46425677734.1435,-0.139220004,10328965,56000000
HUN,1996,63176983.12,46658755151.6017,-0.171771609,10311238,50000000
HUN,1997,61755899.9,47296952928.7561,-0.201458936,10290486,53000000
HUN,1998,61348289.98,48706787306.2574,-0.232679337,10266570,60000000
HUN,1999,61828203.67,49073380173.7159,-0.28326061,10237530,65000000
HUN,2000,58551660.59,47218405892.4258,-0.259764908,10210971,65000000
HUN,2001,60171658.83,53749989092.0197,-0.229379183,10187576,71000000
HUN,2002,59162844.39,67608919144.3684,-0.284751377,10158608,43000000
HUN,2003,61936782.98,85302003908.042,-0.286433268,10129552,165000000
HUN,2004,60406241.13,103960017914.058,-0.221439379,10107146,731000000
HUN,2005,60499964.51,112980947728.383,-0.198878843,10087065,1668000000
HUN,2006,59839431.29,115577256523.599,-0.155716485,10071370,1307000000
HUN,2007,58522308.45,139966001509.592,-0.154915158,10055780,1673000000
HUN,2008,57438167.2,158136326477.965,-0.175097367,10038188,2144000000
HUN,2009,51781050.5,130760312876.683,-0.154908814,10022650,2667000000
HUN,2010,52120536.86,131916516051.985,-0.226013876,10000023,2832000000
HUN,2011,50358001.09,141759722464.002,-0.283360436,9971727,2486000000
HUN,2012,46808494.95,128475498380.379,-0.516437607,9920362,2433000000
HUN,2013,43767699.67,135411698965.109,-0.275368757,9893082,2575000000
HUN,2014,43915395.91,140765018880.633,-0.269378767,9866468,2839000000
HUN,2015,46665206.05,125074286021.14,-0.237855002,9843028,2977000000
IDN,1961,26001595.33,,2.63983066,90098394,
IDN,1962,22974893.6,,2.650495524,92518377,
IDN,1963,22763094.78,,2.663060463,95015297,
IDN,1964,22374265.05,,2.680611981,97596733,
IDN,1965,24668226.2,,2.699322672,100267062,
IDN,1966,23374953.07,,2.713856592,103025426,
IDN,1967,24540045.64,5667756644.83099,2.719427902,105865571,
IDN,1968,27562607.91,7076465295.33327,2.715670418,108779924,
IDN,1969,33362214.74,8337423312.88344,2.701406162,111758563,
IDN,1970,35791387.31,9150684931.50685,2.679120008,114793178,
IDN,1971,38955370.39,9333536359.79807,2.653632242,117880144,0
IDN,1972,43306541.59,10997590361.4458,2.626524682,121017314,0
IDN,1973,49098570.52,16273253012.0482,2.59570231,124199687,0
IDN,1974,51227228.51,25802409638.5542,2.561541923,127422211,0
IDN,1975,53933707.6,30463855421.6867,2.525108132,130680727,0
IDN,1976,61790602.94,37269156626.506,2.483591063,133966941,0
IDN,1977,82420455.7,45808915662.6506,2.441542881,137278058,0
IDN,1978,93944553.77,51455719099.9244,2.406502999,140621730,0
IDN,1979,95146230.11,51400186379.3033,2.380814594,144009845,0
IDN,1980,94885574.23,72482337370.3493,2.35927937,147447836,0
IDN,1981,100313581.2,85518233450.774,2.339623453,150938232,0
IDN,1982,105603609.1,90158449307.2387,2.311774413,154468229,78000000
IDN,1983,105207034.8,81052283404.6079,2.266511265,158009246,209000000
IDN,1984,112487293.8,84853699994.0508,2.199614538,161523347,217000000
IDN,1985,121630363.5,85289491750.3225,2.118941499,164982451,224000000
IDN,1986,122204254.9,79954072569.8533,2.035028946,168374287,232000000
IDN,1987,123922379.2,75929617576.8776,1.957545967,171702763,719000000
IDN,1988,132769274.2,84300174477.2018,1.888369897,174975954,1012000000
IDN,1989,131731936.3,94451427898.3405,1.830930175,178209150,1007000000
IDN,1990,150345427.3,106140727357.035,1.782055536,181413402,1125000000
IDN,1991,180695289.5,116621996217.133,1.736904282,184591903,1049000000
IDN,1992,203659373.7,128026966579.964,1.690942833,187739786,1084000000
IDN,1993,219856328.5,158006700301.533,1.643704881,190851175,1094000000
IDN,1994,222967641.4,176892143931.505,1.593867908,193917462,1939000000
IDN,1995,226669943.6,202132028723.115,1.543735254,196934260,2215000000
IDN,1996,255207090.1,227369679374.973,1.49534171,199901228,2357000000
IDN,1997,280896520.2,215748998609.635,1.4527283,202826446,2610000000
IDN,1998,216104916.5,95445547872.715,1.418767471,205724592,2622000000
IDN,1999,244101581.6,140001351215.462,1.395291578,208615169,2733000000
IDN,2000,265983184,165021012077.81,1.379909528,211513823,4875000000
IDN,2001,297770560,160446947784.909,1.368094549,214427417,6039000000
IDN,2002,307578168,195660611165.183,1.357351258,217357793,6249000000
IDN,2003,316854168,234772463823.808,1.348842378,220309469,6309000000
IDN,2004,340076520,256836875295.452,1.341877472,223285676,6676000000
IDN,2005,343579936,285868618224.017,1.33630105,226289470,6626000000
IDN,2006,346699720,364570514304.85,1.329580868,229318262,6690000000
IDN,2007,377122624,432216737774.861,1.32383679,232374245,7057000000
IDN,2008,417792048,510228634992.258,1.323330908,235469762,8356000000
IDN,2009,447301088,539580085612.401,1.329218178,238620563,9362000000
IDN,2010,427789520,755094160363.071,1.337774157,241834215,9457000000
IDN,2011,601325416,892969107923.094,1.347997889,245116206,9578000000
IDN,2012,633145032,917869910105.749,1.351892192,248452413,9678000000
IDN,2013,486130031.7,912524136718.018,1.340921601,251806402,9583000000
IDN,2014,460015658.7,890814755233.225,1.310876905,255129004,10987000000
IDN,2015,459628755.9,860854235065.079,1.267465577,258383256,11181000000
IND,1961,130392926.5,39232435784.0946,1.99843774,459642165,
IND,1962,143451843.1,42161481858.7014,2.031905454,469077190,
IND,1963,154068161.4,48421923458.7413,2.056911684,478825608,
IND,1964,150638991.1,56480289940.8261,2.071542291,488848135,
IND,1965,165961362.8,59554854574.7942,2.080132863,499123324,
IND,1966,171688393.5,45865462033.91,2.083470803,509631500,
IND,1967,172093127.1,50134942203.4467,2.091093794,520400576,
IND,1968,187104611.6,53085455870.8227,2.113035337,531513824,
IND,1969,190400378.4,58447995016.8493,2.153541594,543084336,
IND,1970,194728956,62422483054.5173,2.204540007,555189792,
IND,1971,205329544.8,67350988020.9041,2.257900619,567868018,0
IND,1972,217181944.9,71463193830.4064,2.301189898,581087256,0
IND,1973,223602295,85515269585.522,2.327407347,594770134,0
IND,1974,231184714.5,99525899115.7756,2.331907575,608802600,0
IND,1975,251193313.9,98472796457.114,2.321759164,623102897,0
IND,1976,262531754.5,102717164465.894,2.304664538,637630087,0
IND,1977,277648315.9,121487322474.298,2.291300827,652408776,0
IND,1978,281539159.7,137300295308.038,2.286777711,667499806,0
IND,1979,295299010,152991653792.864,2.294895757,682995354,0
IND,1980,312484903.3,186325345089.754,2.309522066,698952844,0
IND,1981,337105182.8,193490610032.1,2.323757166,715384993,0
IND,1982,347815634.1,200715145360.918,2.328680217,732239504,0
IND,1983,376676324.9,218262273410.099,2.320387549,749428958,0
IND,1984,385928830.6,212158234164.06,2.295805371,766833410,0
IND,1985,424256027.2,232511877842.041,2.259852793,784360008,0
IND,1986,455066525.5,248985994044.2,2.220963073,801975244,2000000
IND,1987,486067297.8,279033584092.159,2.183884504,819682102,3000000
IND,1988,525081666.9,296588994812.059,2.14675799,837468930,6000000
IND,1989,576404547.7,296042354986.126,2.11086641,855334678,6000000
IND,1990,616579098.4,320979026419.633,2.076088739,873277798,32000000
IND,1991,656740892.9,270105341879.226,2.039729635,891273209,39000000
IND,1992,698756949.7,288208430383.964,2.003177618,909307016,88000000
IND,1993,722894259.4,279296022987.919,1.97063456,927403860,99000000
IND,1994,764241966.7,327275583539.559,1.943244886,945601831,200000000
IND,1995,811460787.1,360281952716.797,1.918940549,963922588,530000000
IND,1996,878826964.5,392897054348.071,1.89521886,982365243,924000000
IND,1997,915049313,415867753863.874,1.869172711,1000900030,1039000000
IND,1998,933549258.1,421351477504.743,1.839658073,1019483581,1129000000
IND,1999,995233071.6,458820417337.807,1.80556042,1038058156,2421000000
IND,2000,1029637759,468394937262.37,1.768125412,1056575549,2964000000
IND,2001,1035640714,485441014538.638,1.728767638,1075000085,3983000000
IND,2002,1047595651,514937948870.08,1.689562681,1093317189,5178000000
IND,2003,1091873009,607699285433.872,1.651490906,1111523144,6862000000
IND,2004,1145545234,709148514804.659,1.61530759,1129623456,8547000000
IND,2005,1210145667,820381595512.902,1.57971029,1147609927,11025000000
IND,2006,1287149211,940259888792.141,1.545696178,1165486291,15353000000
IND,2007,1390253491,1216735441524.86,1.50922207,1183209472,19258000000
IND,2008,1547991039,1198895582137.51,1.46489008,1200669765,23259000000
IND,2009,1720120560,1341886602798.69,1.4105823,1217726215,30514000000
IND,2010,1700027394,1675615335600.56,1.350339045,1234281170,34065000000
IND,2011,1817171600,1823050405350.42,1.28857558,1250288729,42495000000
IND,2012,1983758813,1827637859135.7,1.231622928,1265782790,52150000000
IND,2013,1997878578,1856722121394.53,1.18301607,1280846129,59079000000
IND,2014,2207533892,2039127446298.55,1.145623988,1295604184,66931000000
IND,2015,2276407195,2103587817041.78,1.116633091,1310152403,74143000000
IRL,1961,12352601.01,2088012282.35667,-0.148593694,2824400,0
IRL,1962,13106731.26,2260349684.08625,0.411628632,2836050,0
IRL,1963,13447304.97,2430843768.44553,0.583614784,2852650,0
IRL,1964,14216061.5,2766608945.87402,0.486082927,2866550,0
IRL,1965,13717430.63,2945704142.99765,0.374313833,2877300,0
IRL,1966,15094856.9,3104034393.23162,0.398883656,2888800,0
IRL,1967,16394834,3343636773.36759,0.471401693,2902450,0
IRL,1968,17801572.27,3278584478.33023,0.450327334,2915550,0
IRL,1969,18494395.15,3787077343.72783,0.584796988,2932650,0
IRL,1970,19393739.24,4401258741.25874,0.835333131,2957250,0
IRL,1971,22476124.47,5104356075.12457,1.169898876,2992050,0
IRL,1972,22036306.78,6325627458.69394,1.48620228,3036850,0
IRL,1973,22846177.9,7490133127.53232,1.603875761,3085950,0
IRL,1974,23293043.15,7906317436.93611,1.656675285,3137500,0
IRL,1975,22047424.22,9495165505.22648,1.645353656,3189550,0
IRL,1976,22293008.41,9465077837.53184,1.509145575,3238050,0
IRL,1977,23568303.35,11261810688.2814,1.35426325,3282200,0
IRL,1978,23579095.36,14665537601.933,1.418806793,3329100,0
IRL,1979,27402032.23,18341273372.0181,1.332288816,3373750,0
IRL,1980,26270849.79,21773901925.878,1.150818338,3412800,0
IRL,1981,26060704.73,20694943592.3438,1.171034967,3453000,0
IRL,1982,25565552.11,21500471719.2041,0.94541547,3485800,0
IRL,1983,25727954.12,20790917098.9527,0.708938993,3510600,0
IRL,1984,25548724.78,20130728188.4924,0.619707471,3532423,0
IRL,1985,26748981.39,21295485966.5195,0.160073466,3538082,0
IRL,1986,28549460.06,28748959304.7902,0.045438028,3539690,0
IRL,1987,30225407.98,33961141151.6854,0.010367602,3540057,0
IRL,1988,29882487.59,37818133173.3653,-0.427686064,3524949,0
IRL,1989,30059935.96,39285384529.5234,-0.396250752,3511009,0
IRL,1990,32877935.7,49364680213.6251,0.084413021,3513974,0
IRL,1991,33606745.97,49847127646.0895,0.574927781,3534235,0
IRL,1992,33417982.65,55985504488.8115,0.682256778,3558430,5000000
IRL,1993,33649184.97,52480251191.9991,0.499840487,3576261,15000000
IRL,1994,34772191.86,57166035335.689,0.394187639,3590386,19000000
IRL,1995,35794378.76,69222625000,0.512695055,3608841,16000000
IRL,1996,37410959.7,75880630040.3226,0.791271347,3637510,41000000
IRL,1997,38752357.22,82826141356.256,1.002814735,3674171,131000000
IRL,1998,40650102.4,90082052259.7286,1.043076836,3712696,254000000
IRL,1999,42377781.15,98692079693.16,1.127299556,3754786,278000000
IRL,2000,45193952.6,99852958356.3663,1.333042666,3805174,339000000
IRL,2001,47557354.23,109135253691.275,1.59215149,3866243,431000000
IRL,2002,46034585.94,127949874835.31,1.685148857,3931947,470000000
IRL,2003,45639123.35,164284689616.253,1.628950962,3996521,540000000
IRL,2004,46129741.06,193870692823.442,1.828313818,4070262,764000000
IRL,2005,48104566.61,211649034945.902,2.178703014,4159914,1242000000
IRL,2006,47550194.52,232083467569.941,2.696005644,4273591,1751000000
IRL,2007,47622946.16,269917942786.751,2.890960005,4398942,2127000000
IRL,2008,47300105.44,275038895561.74,2.038708011,4489544,2619000000
IRL,2009,42108507.15,236316405946.096,1.015663276,4535375,3206000000
IRL,2010,41679517.5,222148757577.891,0.544884384,4560155,3129000000
IRL,2011,38009303.68,237472361733.546,0.436072439,4580084,4716000000
IRL,2012,38194753.69,224999484361.826,0.423743803,4599533,4454000000
IRL,2013,37182847.4,238543539440.554,0.526556159,4623816,5029000000
IRL,2014,36681624.84,258471884599.611,0.731001377,4657740,5681000000
IRL,2015,38443649.01,291499812214.551,0.944845307,4701957,7051000000
IRQ,1961,8709218.08,1831700364.04369,2.514031726,7475350,
IRQ,1962,9020836.38,1954634836.18034,2.625571872,7674220,
IRQ,1963,9383364.36,1978437692.5231,2.759169639,7888913,
IRQ,1964,9063972.33,2340521142.5371,2.914232804,8122197,
IRQ,1965,19293087.72,,3.074471754,8375790,
IRQ,1966,27676081.99,,3.234824556,8651162,
IRQ,1967,18372977.98,,3.366978716,8947404,
IRQ,1968,19695681.98,2896947633.71605,3.441426171,9260682,
IRQ,1969,22601293.41,3008120974.51694,3.448177253,9585576,
IRQ,1970,23883782.56,3281713805.65668,3.409010542,9917983,
IRQ,1971,28831855.59,3865346534.65347,3.349870048,10255850,0
IRQ,1972,29520479.58,4113848002.40312,3.297440539,10599668,0
IRQ,1973,30612708.17,5134367778.1446,3.259786899,10950888,0
IRQ,1974,30909492.17,11516762614.2906,3.244904118,11312062,0
IRQ,1975,33120260.05,13458516762.6143,3.240128961,11684590,0
IRQ,1976,48735487.68,17754825601.0836,3.234245598,12068676,0
IRQ,1977,43629544.79,19838130714.5276,3.207629554,12462070,0
IRQ,1978,42193091.33,23762275651.8794,3.148496337,12860680,0
IRQ,1979,52823088.53,37816457839.4853,3.051049506,13259113,0
IRQ,1980,45358179.24,53405689129.6986,2.930011612,13653354,0
IRQ,1981,31901471.62,38424991534.0332,2.82183835,14044117,0
IRQ,1982,30374435.33,42595309882.7471,2.72768015,14432468,0
IRQ,1983,38465142.93,40595046638.7906,2.620406876,14815656,0
IRQ,1984,39771001.69,46802508845.2879,2.497872907,15190393,0
IRQ,1985,44196437.37,48284979092.9559,2.377037088,15555800,0
IRQ,1986,47229553.06,47127693792.2161,2.249932366,15909762,0
IRQ,1987,52183741.2,56609842393.0524,2.159500799,16257070,0
IRQ,1988,67127426.53,62503055644.9019,2.161681808,16612322,0
IRQ,1989,72241777.63,65641363782.5667,2.277141426,16994948,0
IRQ,1990,46843774.39,179885815374.719,2.465192822,17419113,0
IRQ,1991,45185332.67,,2.664360506,17889459,0
IRQ,1992,58889341.66,,2.828758383,18402734,0
IRQ,1993,63129769.45,,2.957299273,18955085,0
IRQ,1994,71089157.24,,3.035763591,19539340,0
IRQ,1995,74084185.61,,3.074156508,20149338,0
IRQ,1996,69284354.51,,3.096742306,20783073,0
IRQ,1997,68078825.31,,3.109960929,21439574,0
IRQ,1998,72101476.4,,3.098707676,22114324,0
IRQ,1999,71681328.47,,3.062551481,22802064,0
IRQ,2000,71715411.94,,3.004659173,23497585,0
IRQ,2001,84555922.42,,2.979294266,24208180,0
