,Country Code,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
599,EUU,EG.USE.ELEC.KH.PC,5780.19694302982,5916.933865631221,5996.40118593598,6127.244074599201,6242.218520957579,6295.437646797429,6380.760752549721,6405.55168855954,6409.24415100947,6082.50336003672,6350.40808736823,6247.77740959475,6248.0639264251295,6160.73238643848,6021.86098325015,,,,,
600,FCS,EG.USE.ELEC.KH.PC,393.812044462695,409.980706828316,430.117338332889,425.835172938714,455.151084549219,436.623963013993,465.853131079267,447.762619661267,435.027813346475,444.656154798494,518.3098309969901,506.145208692773,445.856888343461,470.865906723889,450.430545791895,,,,,
601,FIN,EG.USE.ELEC.KH.PC,15305.409808606999,15709.8832538423,16140.0669692216,16445.572561286,16777.5658490195,16117.8903321632,17215.0372901645,17160.863119998798,16349.233325033601,15243.1103879453,16484.094275371102,15710.9737593054,15689.223307623899,15510.8355034738,15249.9893802302,,,,,
602,FJI,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
603,FRA,EG.USE.ELEC.KH.PC,7224.52698542992,7342.25667535293,7299.248460491241,7529.55029912016,7661.491180234008,7652.86430371847,7540.2952978967905,7513.57956518055,7643.450443420691,7338.04235211501,7734.72678262139,7232.97968038703,7363.42379552155,7367.843545129921,6939.52147366929,,,,,
604,FRO,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
605,FSM,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
606,GAB,EG.USE.ELEC.KH.PC,880.03516884301,899.838871608414,926.0157647780239,936.396977771178,915.943699009082,916.184902509728,945.3540602677199,969.729894911974,981.864158994824,942.68188215138,957.429778221089,966.9750420714281,988.751098771091,1079.75967917599,1167.8522136107902,,,,,
607,GBR,EG.USE.ELEC.KH.PC,6114.52925918564,6141.982551222839,6142.74983363365,6174.55089583941,6138.754137188161,6270.98405949047,6200.5541127704,6102.396767722779,6015.72686068947,5643.1285945674,5700.855864442679,5471.92413249939,5449.2522013240105,5409.63038646976,5129.5277927902,,,,,
608,GEO,EG.USE.ELEC.KH.PC,1574.3914041516,1583.5598734845998,1653.3807211987398,1749.8638573022101,1814.45965971879,1916.4790290454603,1769.17167459508,1829.9769076809803,1881.53721148442,1833.04456065262,2049.54452365453,2289.13484865062,2329.92587038339,2498.34035744989,2693.97276022513,,,,,
609,GHA,EG.USE.ELEC.KH.PC,326.160431926044,332.0354257504,305.980609571656,217.92457062907903,216.90155795396703,242.772721184239,293.220602925369,241.29128330122398,261.290346537542,260.10573026948896,277.48610662657904,315.15248913746103,342.200582856528,375.94462523210404,351.301578961752,,,,,
610,GIB,EG.USE.ELEC.KH.PC,3893.55471892396,3860.5151572685295,3893.83839013146,3993.24220549839,4008.7463556851294,4244.55883681026,4369.03372534937,4475.3408717964,4797.52078429035,5035.00670341129,5121.33392883728,4938.7123646316795,5082.32776555906,5431.55645257034,5693.106004447739,,,,,
611,GIN,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
612,GMB,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
613,GNB,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
614,GNQ,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
615,GRC,EG.USE.ELEC.KH.PC,4586.32987001065,4719.14721713932,4909.63969803033,5091.29242400534,5200.02435386272,5297.200025411121,5434.576468540689,5701.33085359398,5805.1925460926905,5627.883706309261,5333.43955553561,5389.333122255321,5534.89715854516,5028.99579406178,5062.60642155232,,,,,
616,GRD,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
617,GRL,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
618,GTM,EG.USE.ELEC.KH.PC,330.451027887234,357.98904246610397,363.01541308401903,450.782762067179,482.53779716611604,480.68009628568296,533.028947256259,543.490677266316,530.542119661058,537.780005857674,541.953110427406,534.557850551646,532.651316128098,558.418822580741,577.897354201025,,,,,
619,GUM,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
620,GUY,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
621,HIC,EG.USE.ELEC.KH.PC,8811.13561155448,8726.21842933636,8876.708818467621,8955.92403739108,9086.71629387134,9250.80258966737,9264.105696666491,9356.82012710593,9313.98664903201,8910.80227038771,9286.189926340021,9170.12182352758,9106.98864716464,9106.71919761754,9042.60268786361,,,,,
622,HKG,EG.USE.ELEC.KH.PC,5446.66166541635,5549.94563841354,5647.89964561617,5713.88245082308,5782.5606250460705,5878.44184817707,5882.80760088084,5907.34930526438,5883.03774181494,5950.83754015604,5973.34927820962,5959.8959217150295,6031.24431826128,5941.1609020880605,6083.2699356802,,,,,
623,HND,EG.USE.ELEC.KH.PC,488.401491274862,495.415224606008,516.649312733746,540.2234265025251,538.92974456927,573.402413331036,583.943671048733,634.947630267357,656.061837211211,624.3578064662561,617.8561509689849,663.980479846465,636.638898439951,643.17627928603,619.836394903786,,,,,
624,HPC,EG.USE.ELEC.KH.PC,129.65721226738302,140.006367539377,139.735351956162,142.470287927444,150.794254707432,156.703341539977,166.65947560935498,168.868476932857,168.236379253199,169.910864366751,179.155910425437,185.06718834067902,198.345680299864,203.935096940233,209.449569033767,,,,,
625,HRV,EG.USE.ELEC.KH.PC,2828.81506218693,2993.27246314926,3191.4097384252696,3257.8898679857502,3429.35464386935,3582.24607292794,3744.4687147934,3846.6740769664293,3990.29631958568,3818.42250070322,3922.3108668823797,3900.60136120405,3819.28025348455,3754.26869773614,3714.38298844207,,,,,
626,HTI,EG.USE.ELEC.KH.PC,35.7994972947159,35.196465392059004,30.614051621231102,28.763708828571,28.296432096245,37.3017136603008,37.668068339720996,25.486218064294402,23.7389831422121,35.925530457807604,24.5242841673031,31.2861374689119,46.1421549069206,43.8433166776804,39.0558050576888,,,,,
627,HUN,EG.USE.ELEC.KH.PC,3309.2837106284996,3426.7229024843605,3545.17075567834,3637.2783317564295,3680.1684669440797,3771.36461398831,3882.4906641301,3976.5189771454798,3988.7676939304206,3773.15380662799,3876.49108407051,3898.82314267127,3923.0423244635604,3892.11370127125,3965.9582334833503,,,,,
628,IBD,EG.USE.ELEC.KH.PC,1165.95518068753,1192.25710961286,1245.41585841983,1335.09205007791,1427.8557455324499,1511.88177703512,1633.90560821186,1756.3580301533,1812.6356211812101,1853.84562501058,2014.3116611153303,2161.1343403524897,2238.03260154255,2343.1123221498,2407.18967593752,,,,,
629,IBT,EG.USE.ELEC.KH.PC,995.973111621667,1016.86838215142,1059.60880993665,1131.90552732513,1207.48323479649,1274.9652448399902,1372.6869082564301,1468.4717463108898,1508.82520272798,1539.0237970721,1667.1581218096499,1780.75256624184,1836.10077331249,1916.43377362015,1963.14314669627,,,,,
630,IDA,EG.USE.ELEC.KH.PC,251.20120917482498,257.255614301731,264.21185287611803,272.21580611766603,285.9997711296,295.834599675563,306.06662550716703,307.331689045466,298.41657167949296,299.769219234414,317.203196035893,318.93485097263,317.545465798662,322.399175776466,322.967776718724,,,,,
631,IDB,EG.USE.ELEC.KH.PC,363.594717470569,364.317094673871,375.33681722878197,384.214755373547,396.58002686401,408.161167132677,415.262467966709,410.469210106981,386.815553299087,384.564292179002,394.169145476195,392.155071244146,390.459888396252,400.055596476733,397.621021991307,,,,,
632,IDN,EG.USE.ELEC.KH.PC,390.423655668122,411.46790477824,417.495957920405,428.855829160934,474.37436156898804,500.65078149681506,516.033912728677,546.15346894403,570.060456424974,593.942945311046,635.985276111571,680.281417214821,733.37182682142,773.987469945264,811.906904947585,,,,,
633,IDX,EG.USE.ELEC.KH.PC,178.136070519862,187.59679310476503,191.868258533198,199.27058574770902,213.931317052707,222.548627273663,234.716941699767,239.80973199563,240.40470885139302,243.96598693516603,266.354923490479,270.359469949288,269.46077413138903,271.003627964458,273.386869153794,,,,,
634,IMN,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
635,IND,EG.USE.ELEC.KH.PC,393.64624743933,393.810201419658,410.64478315816496,430.48316410045,451.611550105773,468.025752795706,509.214054753734,541.738394737935,561.247580012144,598.498242891158,640.394603119482,696.8422411492439,723.235461275311,764.198741627301,804.5142280892791,,,,,
636,INX,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
637,IRL,EG.USE.ELEC.KH.PC,5796.05558116396,5896.93922497888,6035.686645827121,6092.54899448796,6168.3989875836,6241.71557392773,6351.099110794649,6218.31340354112,6340.73304549415,5947.9094892925095,5927.868679902329,5657.538158688791,5651.00848281771,5698.756178879089,5672.06413410796,,,,,
638,IRN,EG.USE.ELEC.KH.PC,1546.50615889255,1643.9798322662302,1745.26798000547,1888.6883592718802,2009.5203162360397,2079.5601959893897,2221.19669884782,2307.2909055290397,2422.5809312412302,2505.85407547774,2659.9552545107604,2681.50489698152,2784.6225083122304,2830.81197348765,3022.12256298599,,,,,
639,IRQ,EG.USE.ELEC.KH.PC,1240.97859418319,1240.69632661357,1264.92469352239,1040.1061061867501,1202.25715458156,836.518922391577,981.852165925802,782.050304594048,769.365018625898,863.109107663154,1237.03952958606,1314.22638672364,1141.14103002348,1427.72049986353,1328.23041622952,,,,,
640,ISL,EG.USE.ELEC.KH.PC,26201.5255774257,26950.394430251803,27896.898682887997,27666.386894214902,28215.4522484028,27988.029683150602,31328.3868036948,36852.5448861557,50063.954330936904,51259.187626962696,51439.9086910178,52373.8770085325,53202.833659686505,54799.174707503,53832.4790919587,,,,,
641,ISR,EG.USE.ELEC.KH.PC,6323.10383208777,6400.217425066,6502.7397260274,6597.306306710319,6525.92157438684,6572.19953536024,6711.22956746105,7003.24508015209,7134.002845884409,6607.887143315171,6953.2766671913505,6930.000772618399,7184.5016117818095,6710.09367826788,6600.8982801222,,,,,
642,ITA,EG.USE.ELEC.KH.PC,5299.8564787942205,5406.49172167704,5539.703836766739,5652.51954248657,5687.99757345572,5731.101556812199,5833.46729676,5804.32596356739,5757.960611477801,5368.39056667135,5493.71103670054,5514.80361496787,5397.74147734024,5159.183655037849,5002.40667987736,,,,,
643,JAM,EG.USE.ELEC.KH.PC,2276.33921861633,2277.6369105792,2345.47476739285,2408.6184694458702,2380.17038438321,2397.07766743321,2371.83538961381,1926.86510174202,1160.3680394093801,1222.1742540784699,1216.17101826747,1204.9134992422,1037.60134997249,1013.04469954794,1050.7329044608698,,,,,
644,JOR,EG.USE.ELEC.KH.PC,1289.60644748563,1324.04736823544,1401.59691404203,1442.20771692464,1551.90346515314,1578.31704573737,1678.8672027558898,1784.73225818828,1847.63832045193,1812.20496543,1845.33884621428,1846.6342282286398,1917.59306042661,1854.01658603684,1864.67585548017,,,,,
645,JPN,EG.USE.ELEC.KH.PC,8299.40950624,8162.01464423629,8266.09910157323,8164.9336820182,8393.25772340542,8539.010589091591,8542.478139127441,8710.0257029242,8270.00773057011,8020.27380571197,8594.90903412197,8099.59869517261,7998.34677071825,7988.5833104476405,7819.7146359093595,,,,,
646,KAZ,EG.USE.ELEC.KH.PC,3169.52334061606,3512.0355006129603,3558.32727862026,3768.7928205600106,3859.19255897478,4012.07391891836,4261.21257238986,4487.28613026757,4689.166772999871,4447.32440338929,4728.01159082733,4892.7351911715,5180.65381859279,5345.4687403694,5600.208464865079,,,,,
647,KEN,EG.USE.ELEC.KH.PC,104.39687933106701,113.88625694566099,113.12009730817101,118.68929987413901,125.858450746733,128.16418995876998,135.860063125659,139.435991361738,138.872201411636,139.798275831044,147.844398220005,148.709106066973,150.43949033238502,160.984575335849,164.325548654934,,,,,
648,KGZ,EG.USE.ELEC.KH.PC,1696.0640209047901,1445.87571535459,1365.94064960827,1644.3598437531,1417.9089858365803,1374.30751946694,1377.43369615208,1456.22959532306,1378.7203639987197,1323.72336670815,1371.72121367867,1649.25833242665,1809.1025823940602,1887.0200713336603,1941.2218318910102,,,,,
649,KHM,EG.USE.ELEC.KH.PC,32.7430830442742,36.5163322318782,50.325505528011504,51.4928132133981,55.7151285477354,66.7502727645175,80.725885979583,100.585074724623,114.593706608708,127.930371819728,144.282379271632,165.114514583614,207.233147236208,221.544419489733,271.367258234196,,,,,
650,KIR,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
651,KNA,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
652,KOR,EG.USE.ELEC.KH.PC,5906.95933303936,6309.20340491116,6673.937704261811,6977.31766234802,7390.7941470371,7796.31467432068,8039.7962834858,8462.20654257597,8772.28746321352,8877.57493307098,9716.12608051578,10129.9570868187,10305.3289817402,10384.6221649164,10496.5136719641,,,,,
653,KWT,EG.USE.ELEC.KH.PC,14066.1466327453,14513.507936643799,15143.680594778602,16387.6637309137,16686.268343625,17076.4840776003,17765.7233181333,17093.3207775181,17031.1922888816,16519.0558817743,16757.3341747207,15900.8983415718,16053.8548571705,15195.194616118899,15590.5999064737,,,,,
654,LAC,EG.USE.ELEC.KH.PC,1563.01697793567,1525.4552992702302,1549.4923380994699,1620.6771307184101,1651.14141860197,1704.19631213866,1747.97865822793,1805.9436096352201,1860.33469631804,1840.3761044722,1931.86483605935,2016.6455932916601,2062.9255597119895,2082.0853179642104,2086.22041371557,,,,,
655,LAO,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
656,LBN,EG.USE.ELEC.KH.PC,2513.54618976168,2480.58068639923,2535.7437045768897,2499.78636739112,2407.76753422457,2384.88300005768,2296.96793089894,2396.7223678425603,2559.4255805299804,2729.46790646882,3046.19708903242,2948.0947334691305,2487.43643288219,2765.6886214687297,2588.30067018927,,,,,
657,LBR,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
658,LBY,EG.USE.ELEC.KH.PC,2221.7697224523604,2255.63854522153,2772.14848649154,2947.75579672228,3106.22095306011,3427.8881125731104,3792.33657534935,3792.7711900022496,3156.4276976035303,3142.3296832857695,3361.7510342204805,2839.0833427905395,2241.25999284095,2320.5960294344,1811.05516990863,,,,,
659,LCA,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
660,LCN,EG.USE.ELEC.KH.PC,1599.6730716805403,1567.56219295147,1593.41306205089,1667.4908261845098,1701.84054097299,1754.9916762566502,1802.18473803345,1863.4683786932699,1916.68988022543,1896.8262880193,1987.06402994172,2077.0111976114003,2129.0861034659197,2150.57469437775,2155.7026755269,,,,,
661,LDC,EG.USE.ELEC.KH.PC,88.3358916594664,97.7628532674312,101.954662192059,109.661843537965,123.757899791585,129.554409449133,139.968140237031,144.872859762944,145.727519667146,153.30287152604902,167.176167704937,174.74010974565,184.651526192622,198.279161733709,208.81083492692002,,,,,
662,LIC,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
663,LIE,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
664,LKA,EG.USE.ELEC.KH.PC,294.81934353595,290.824794981739,303.108482935223,326.25821517093397,354.358373300092,400.10257361119903,403.077339874366,420.31960013797004,426.391454276585,425.124685020127,459.68418206198197,502.14058073394006,524.3084455324359,525.722613553558,531.090576571374,,,,,
665,LMC,EG.USE.ELEC.KH.PC,431.87932474637495,437.37598492085,451.72941990590795,471.30892360192803,495.16605895110604,514.814796637795,546.210503290515,571.8138037257401,582.531763194927,602.575832217647,642.26365583215,682.596887166065,705.9336994822991,734.356490812211,759.7735874758141,,,,,
666,LMY,EG.USE.ELEC.KH.PC,969.0559740521719,989.996056349568,1033.1536223233802,1104.78592414016,1179.8009633750999,1247.49874620328,1344.34204576013,1439.70379596662,1480.1363622999697,1511.61388414456,1638.9858567113502,1751.6709457177099,1806.7447042754102,1887.20253009478,1934.06493268245,,,,,
667,LSO,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
668,LTE,EG.USE.ELEC.KH.PC,1538.3343944711498,1591.45585975784,1679.1836701811499,1828.8850143111301,1986.18674121117,2133.68990879377,2340.40903673436,2555.14633626594,2656.7888944625697,2739.60381985138,3010.278937453,3247.79361134794,3392.86007052218,3589.91695418024,3707.91899776383,,,,,
669,LTU,EG.USE.ELEC.KH.PC,2516.90509827589,2695.90626762913,2848.91348324038,3087.6551477169896,3196.8493444771,3187.03107994876,3353.3043274293,3564.2067852693103,3733.62649539699,3622.2903169100896,3470.78503022973,3529.9187778535497,3607.70379811318,3663.6711973436,3821.1451704374,,,,,
670,LUX,EG.USE.ELEC.KH.PC,15668.1182672473,15616.329766151399,15980.2767972208,16258.8844850874,16300.112422095901,15644.1467200392,16456.6041169016,16352.321804693,15937.787782666499,14425.9647276022,16829.962540906203,15586.084225432,14703.943527213702,14193.168433451101,13914.6784488756,,,,,
671,LVA,EG.USE.ELEC.KH.PC,2082.32138708792,2213.36060278029,2307.18651806596,2493.93016908112,2607.4599601789,2777.3819802492303,2966.6099730566402,3169.0772953995397,3213.1214400075,3026.61148851667,3229.95106206989,3264.0533201534804,3587.9328659861103,3472.54138455477,3507.40452065472,,,,,
672,MAC,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
673,MAF,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
674,MAR,EG.USE.ELEC.KH.PC,490.0381087112901,524.920235402126,536.008295838555,581.642798595327,612.281885162762,634.46541011016,688.1745869613401,717.2774531423171,733.523754193155,745.715027805211,775.9545544222341,825.8228257404629,876.84523910157,881.429309490984,904.4421548482761,,,,,
675,MCO,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
676,MDA,EG.USE.ELEC.KH.PC,1638.09569863875,1804.5073857306,1872.4493260120898,2101.92771737957,1960.9067285988,2047.7377115571499,2166.12197503688,1996.41590087534,2028.2299583093802,1740.79903432911,1722.8867125485501,1470.23050090646,1514.53047448265,1352.7921078322,1386.2344389560599,,,,,
677,MDG,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
678,MDV,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
679,MEA,EG.USE.ELEC.KH.PC,1750.97738416247,1829.1260773742601,1911.35909135075,2004.6487385708103,2068.7952122320103,2147.5727094000304,2264.4000398444396,2333.7720344745103,2415.2215986300303,2469.34202721911,2659.04151602089,2693.03652076488,2750.65537435044,2799.4665805772997,2895.9007203572496,,,,,
680,MEX,EG.USE.ELEC.KH.PC,1800.46793804379,1834.1514225092499,1843.9636744771499,2001.01822818595,1927.07392279603,1996.3925732966102,2020.9528709019198,2047.5311178838397,2046.6944488183399,1995.29827739281,2018.8274013008102,2216.90610141678,2253.5144252371697,2144.08892593167,2157.3239488391396,,,,,
681,MHL,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
682,MIC,EG.USE.ELEC.KH.PC,1015.74302198725,1037.5613645545698,1084.0015699404198,1160.11229795339,1239.8706331010198,1312.33206691389,1416.4744373440199,1519.42838627207,1563.70242969383,1599.15617757779,1735.13416781501,1858.68967072844,1922.59853136941,2011.50181351743,2064.16567760738,,,,,
683,MKD,EG.USE.ELEC.KH.PC,2895.58923914117,2800.99978363476,2755.58731199925,3108.95060255398,3143.3393873161895,3374.31010356395,3450.0959948738105,3621.5289242993895,3676.2696311589,3421.39515011559,3574.0829007587104,3882.77465672885,3680.79881288815,3550.46344843399,3496.5287386747805,,,,,
684,MLI,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
685,MLT,EG.USE.ELEC.KH.PC,4311.8586366631,4292.31505134494,4500.35230030634,4872.27220496661,4797.29258251343,4912.9097599508705,4897.51004174603,4873.08346692106,4836.59396305135,4434.1866334365295,4767.09737809644,4867.056799946189,5002.04748254878,4915.87376486911,4924.54401944044,,,,,
686,MMR,EG.USE.ELEC.KH.PC,75.2573309491,68.37462774049071,73.036508128739,79.939517623891,80.5115112517205,74.85200589892641,88.33483262526859,89.45723600517721,94.15248761447158,99.3624583876174,124.306290858776,154.381350372024,156.009007560592,185.372143739165,215.298895443599,,,,,
687,MNA,EG.USE.ELEC.KH.PC,1055.08673876772,1105.41483225373,1166.67480433828,1213.6425017971198,1283.5363847410401,1310.7552674887402,1387.05194263716,1423.1958143548402,1460.94004569359,1496.5069830282098,1626.6969888432502,1654.0620958365198,1643.69643769933,1677.46825487772,1702.84225916017,,,,,
688,MNE,EG.USE.ELEC.KH.PC,,,,,,6314.90522758241,6451.77025324174,6564.6437994723,6287.18784898431,5010.561318725399,5419.51606966427,5741.20394336851,5415.71798949728,4574.96454482966,4612.34139045689,,,,,
689,MNG,EG.USE.ELEC.KH.PC,1053.6335340770802,1071.25675941524,1096.89019351517,1139.43749944304,1196.12672854533,1251.96720740462,1298.62719902957,1332.78330801675,1423.6873921405802,1377.81640783366,1488.6598605240802,1495.83339650197,1588.13381531979,1893.9604246246802,2006.38888095267,,,,,
690,MNP,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
691,MOZ,EG.USE.ELEC.KH.PC,125.62156562637101,277.358745701872,265.772692668548,374.47429272002097,448.907694774108,451.011702248349,459.010887514344,459.828113058472,443.425018795511,443.770635225342,453.305843459515,454.367169272277,459.96709602291804,451.04354434391,478.92117232933504,,,,,
692,MRT,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
693,MUS,EG.USE.ELEC.KH.PC,1363.24610973541,1453.66454705267,1473.49249265952,1561.7659905882,1614.24664804263,1683.69083267793,1743.11748174224,1816.6711034744199,1881.6497752228302,1907.1225697013601,1995.3614843250198,2025.7041657484301,2075.03571195383,2148.3284114048897,2182.5091559114103,,,,,
694,MWI,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
695,MYS,EG.USE.ELEC.KH.PC,2747.05932593573,2758.3479588592104,2820.55094037435,2914.6737744828997,2984.3610240814696,2873.7346885210304,3065.57207683807,3272.89629597195,3286.09121322708,3942.0891406682704,4145.520948197921,4102.62066308086,4338.56165435176,4520.3630461322,4651.9587341815995,,,,,
696,NAC,EG.USE.ELEC.KH.PC,14001.2083370507,13419.0319912705,13656.4424203259,13691.1550944673,13769.8313364355,14023.6791056412,13871.143483723201,13955.2848149585,13930.9150971958,13164.351992699,13580.6360424679,13484.1291049306,13200.575440769098,13278.541200983798,13253.818024073502,,,,,
697,NAM,EG.USE.ELEC.KH.PC,1052.06202485162,1090.1083089502902,1127.18016465364,1169.69832107314,1453.5485612595,1521.4206116637101,1606.5401962241501,1606.2683838737198,1638.93992054396,1583.33990054992,1586.2198507320402,1610.79352214331,1660.75568256375,1692.40343674306,1652.56902565727,,,,,
698,NCL,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
699,NER,EG.USE.ELEC.KH.PC,32.740425697898395,30.8049320227905,30.4348250526682,29.807121830641197,33.5214700444525,36.698683331979204,34.8558406970716,39.0864422546504,39.2107801056829,42.6052094620426,44.2176199319425,47.3859962169498,49.3391725888191,48.2591706610182,51.1950084398999,,,,,
700,NGA,EG.USE.ELEC.KH.PC,74.490621615201,75.56977625556479,104.661047355753,101.92521368605101,123.63248468143298,129.327029350575,111.75241395456999,138.909410926038,127.244612838351,120.63507586295201,136.42627031680598,150.198024237218,156.797185498593,142.729253580205,144.525462223266,,,,,
701,NIC,EG.USE.ELEC.KH.PC,344.820647891958,343.610153291331,352.344209829311,367.33874792663397,392.549024359102,412.415489759483,424.75528962706596,458.492805526958,471.818629672134,477.41494860522795,506.519072160081,528.371911484915,569.324730055498,586.561151639254,568.313810807014,,,,,
702,NLD,EG.USE.ELEC.KH.PC,6507.105924939439,6599.2653703249,6641.740761879631,6695.7151244396,6882.97022088311,6912.37208536246,7025.83447881547,7157.37857667485,7173.04629878655,6856.28189731542,7006.2738205305295,7060.0537684071915,6876.589752934089,6833.91143479292,6712.774758245,,,,,
703,NOR,EG.USE.ELEC.KH.PC,24993.7262954727,25590.6894288143,24620.3361318984,23201.394129715,24214.1069838041,25083.2145326781,24099.9322630596,24855.00046399,24866.1343077867,23859.7095797111,24890.9240104621,23510.383825201603,24070.9859157175,23806.8848810237,22999.9345951283,,,,,
704,NPL,EG.USE.ELEC.KH.PC,58.8109740943507,64.4840499729208,67.5412599243692,70.5318379679941,74.43150381850921,77.06500417564921,83.8234447307911,87.63357914072171,83.475283815965,96.9366565818074,102.542415170769,115.8222471683,120.897246529086,136.637671593028,146.467864816665,,,,,
705,NRU,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
706,NZL,EG.USE.ELEC.KH.PC,9384.3481867434,9417.343125885842,9526.65569203495,9407.032181168059,9666.2996941896,9673.67377053146,9700.09080915739,9640.60798333254,9556.31719799052,9403.84883558778,9601.90314202312,9458.48540145985,9360.949161770379,9089.61977443101,9026.32104131095,,,,,
707,OED,EG.USE.ELEC.KH.PC,7974.417967254721,7878.77217578315,8000.4512490283305,8064.329811197829,8172.68807970222,8310.58125864145,8313.87421283544,8396.46504503381,8353.48790480811,7968.985092458371,8288.932263208771,8200.63350790018,8126.77067078985,8098.485077348091,8008.9653417235495,,,,,
708,OMN,EG.USE.ELEC.KH.PC,3201.9781540609197,3435.78673633812,3521.8415852270205,3549.62731008656,3829.4561027381897,3923.9406972859297,4212.71579900169,4387.3943514085295,4790.68602522099,5251.74658384402,5521.079859040179,5854.004234863929,6176.90705251443,6207.22720034637,6445.57341716204,,,,,
709,OSS,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
710,PAK,EG.USE.ELEC.KH.PC,362.404828688513,366.848789042094,372.19064966362396,395.392686266048,412.990298637606,444.586513395223,466.22835762775594,459.56063921942297,422.06482944210296,436.682717904713,442.180068232657,432.58287286429197,427.847975887631,457.814826092872,447.501002589131,,,,,
711,PAN,EG.USE.ELEC.KH.PC,1266.52956379639,1289.14361765483,1324.15086047578,1359.59325008538,1424.13368259682,1455.1604294855301,1478.0346885571898,1571.94872128964,1626.7543066329501,1639.46563701817,1745.14033184844,1824.64077131879,1955.3792687894602,2018.54443183397,2064.17579713507,,,,,
712,PER,EG.USE.ELEC.KH.PC,666.1767689304261,691.884130490795,727.1695977796809,752.8434114200281,792.637965830918,829.608831792126,882.817968905905,966.7507757371139,1042.3524113957599,1048.1839899793902,1107.3570689818303,1262.69814317901,1238.08799520978,1301.3037185782302,1345.8795888743,,,,,
713,PHL,EG.USE.ELEC.KH.PC,499.347655402805,518.834057860572,522.299087406569,555.435343009499,575.2530777102099,576.3021097290799,567.740951834807,581.653371098654,584.59682362202,588.892450873166,637.906289861162,643.465206206292,664.121469473959,682.9568124914231,696.346780059737,,,,,
714,PLW,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
715,PNG,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
716,POL,EG.USE.ELEC.KH.PC,3256.1804553947804,3260.03326284961,3208.39215655912,3324.4713917732897,3416.11863238342,3437.32399818737,3584.9621880678496,3661.6461038347798,3725.74877788007,3590.8320811578997,3797.0922955869105,3879.542093812,3899.1766422780797,3938.2552077281603,3971.79976131055,,,,,
717,PRE,EG.USE.ELEC.KH.PC,169.349098688801,178.301049003354,189.39397773635602,181.63844580906996,203.88236037268,186.548996594277,195.58798751333802,193.98599441965,189.231933461435,194.317158573553,226.2503933223,235.838989357368,233.885629667785,251.14195421345298,252.939208446799,,,,,
718,PRI,EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
719,PRK,EG.USE.ELEC.KH.PC,712.3706473113291,735.184139700116,713.384328244539,750.9421501420461,779.514165478891,807.014107623997,785.2465929551711,749.162891809278,803.6563505058921,728.129675281674,742.968016894976,656.010514973928,652.967757408567,619.066957428507,601.690047854253,,,,,
