,Country Code,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
123,KNA,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
124,KOR,CM.MKT.LCAP.GD.ZS,30.493626910602103,43.8832433817243,41.1656017141663,48.412532984048994,55.999008860007706,79.9444354631023,82.46752095620059,99.99351331748579,46.975526817813304,92.53404105102,99.7635559372943,82.841580530572,96.45178639056141,94.5575857712575,85.9300153907782,89.03903600745441,88.6724269917178,115.745017899812,87.2975064511492,
125,KWT,CM.MKT.LCAP.GD.ZS,51.600194636267005,64.875677728972,82.4914655565142,127.309947852417,122.65271770367701,128.368834748995,105.430168621795,,,,,,,,,,,,,
126,LAC,CM.MKT.LCAP.GD.ZS,22.7442809582795,20.7251522691841,17.5051504900065,27.276103377652397,33.0279299091927,37.9132307341072,46.6742220989265,65.041468652505,27.901697649660697,59.3403108758629,57.037814846863,40.306272714254,45.05252669034861,38.572805144596295,32.9973348409057,26.9435430050701,34.3635552667468,38.425753661324,37.121294882948206,
127,LAO,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
128,LBN,CM.MKT.LCAP.GD.ZS,9.004792275172939,6.95760514150412,6.925822163341651,7.059432039636659,10.4338419962603,22.381798451684798,36.936296398277,43.202273761209796,32.7895166515548,36.2198373426074,33.0491239647121,22.575141052800003,20.525549709767102,22.762958280397896,23.4556208817992,22.773791015843702,23.7383206369292,21.5226675595019,17.0821402704529,
129,LBR,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
130,LBY,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
131,LCA,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
132,LCN,CM.MKT.LCAP.GD.ZS,25.070441432516,23.131487067648,19.8810418771442,31.4126309905823,37.6211688668283,41.7657282177437,50.25595547077639,67.8112029831824,30.040143599386703,62.71488963426229,61.6907474707252,43.5575220095466,48.7358426057263,41.506754348541,35.783036355658204,29.7522650805819,37.2053292930006,42.20134384999,40.060395414681295,
133,LDC,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
134,LIC,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
135,LIE,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
136,LKA,CM.MKT.LCAP.GD.ZS,6.57738180204765,8.45429088289169,10.1618019388261,14.3581383267086,17.6987073622528,23.4370194742134,27.471360830032502,23.3481051028757,10.5270171395263,22.6943625622687,35.1231323927697,29.768985232362102,24.8033265280945,25.3055773252565,29.82129372917,25.8102441244618,22.6681291150039,21.540085383667897,17.5195556233609,
137,LMC,CM.MKT.LCAP.GD.ZS,,,,,41.3575098414349,46.55867793618871,58.8570247649241,96.9318185389071,35.259180365438496,61.3301676027124,63.9277828129675,41.786008591725704,51.0844303421603,45.6232701907174,54.7107986698296,50.92881338809,50.6998296131904,65.9469835503728,57.340353774273005,
138,LMY,CM.MKT.LCAP.GD.ZS,,,,36.3934193183823,38.501564386929296,39.644931759349106,53.2145912818492,93.6406271654151,35.24262065102229,64.9511758741764,64.2920678476966,44.4001959093209,48.411210166412296,45.431227984216605,50.96299557337979,58.1237502645685,57.7720315025832,65.1479464098823,49.510264437995794,
139,LSO,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
140,LTE,CM.MKT.LCAP.GD.ZS,,,,40.617841594568404,38.712809088015106,36.697392447758205,52.9365103408045,100.23502424878299,35.770919033538796,66.41750884134599,65.2684548332697,45.4057863878106,47.0932786990464,44.4682285447929,50.8475786155367,62.5464583619931,61.0167656180324,65.7109096400177,47.685937334140704,
141,LTU,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
142,LUX,CM.MKT.LCAP.GD.ZS,159.975997697342,106.75965071070401,103.957902141212,126.30781009012199,144.567226584529,137.220843770312,187.46876591928398,326.358987070909,119.27502933036001,204.49110218250098,190.046632027157,112.703669259868,124.10181626546101,127.37555089592699,95.5579847573478,81.6206120368294,100.360319005745,107.20934341300301,69.8066057869411,
143,LVA,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
144,MAC,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
